company_std,year_std,Company_Name,Sector,Industry,Ticker_Symbol,Year,Report_Type,Data_Source,ESG_Score_Composite,ESG_Rating_Grade,ESG_Percentile_Rank,Env_Score_Raw,Social_Score_Raw,Governance_Score_Raw,Data_Completeness_Pct,RI_Rating,RI_Numeric,Sust_Rating,Sust_Numeric,ROA,ROE,Log_Assets,Leverage,Net_Margin,ROA_Pct,ROE_Pct,Net_Income_NGN_m,Revenue_NGN_m,Total_Assets_NGN_m,Total_Equity_NGN_m,Total_Debt_NGN_m,EBITDA_NGN_m,Market_Cap_NGN_m,GHG_Scope1_tCO2e,GHG_Scope2_tCO2e,GHG_Scope3_tCO2e,GHG_Intensity,Energy_Consumed_GJ,Renewable_Energy_Pct,Water_Consumed_m3,Waste_Total_Tonnes,Waste_Recycled_Pct,Total_Employees,Female_Employees_Pct,Female_Board_Pct,Independent_Dir_Pct,Board_Size,Board_Meetings_pa,CEO_Chair_Separation,Anti_Corruption_Policy,GRI_Reporting,IFRS_S1_S2_Aligned,renewable_energy_flag,env_policy_flag,carbon_audit_flag,gri_302_flag,gri_305_flag,financial_inclusion_flag,gender_award_flag,ungc_signatory,nsbp_signatory,human_rights_policy_flag,board_eval_flag,sustainability_assurance,code_of_conduct_flag,anti_corruption_flag,data_privacy_flag,iso_certified
AIICO Insurance,2020,AIICO Insurance Plc,Banking & Finance,Composite Insurance,AIICO,2020,Annual Report,AIICO_2020.pdf,30.75,C,40.7,28.57,11.33,46.95,63.2,,,,,2.43,14.67,12.18757567,0,7.68,2.43,14.67,4764.596,61979.667,196334.608,32478.585,0,,,,,,,,,,,,565,,11.1,11.1,9,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
AIICO Insurance,2021,AIICO Insurance Plc,Banking & Finance,General and Life Insurance,AIICO,2021,Annual Report,AIICO_2021.pdf,29.31,D,38.2,14.29,20.31,47.34,64.9,,,,,2.21,12.81,12.31214673,0.873142276,6.96,2.21,12.81,4916.01,70655.05,222380.85,38374.25,33506.18,,,,,,,,,,,,,,11.11,11.11,9,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
AIICO Insurance,2022,AIICO Insurance Plc,Banking & Finance,Insurance,AIICO,2022,Annual Report,AIICO_2022.pdf,22.97,D,24.1,14.29,18.4,32.92,66.7,,,,,2.79,16.94,12.50739694,0.510963067,8.56,2.79,16.94,7552.836,88275.92,270329.52,44585.606,22781.598,,21597.11,,,,,,,,,,1452,,12.5,12.5,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
AIICO Insurance,2023,AIICO Insurance Plc,Banking & Finance,Insurance,AIICO,2023,Annual Report,AIICO_2023.pdf,25.15,D,27.4,14.29,11.2,43.75,61.4,,,,,4.07,23.33,12.55830752,0.609821068,10.58,4.07,23.33,11571.055,109379.11,284448.506,49591.268,30241.8,,27820.01,,,,,,,,,,362,,11.11,11.11,9,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AIICO Insurance,2024,AIICO Insurance Plc,Banking & Finance,General Insurance / Life Insurance,AIICO,2024,Annual Report,AIICO_2024.pdf,28.72,D,35.7,14.29,22.3,44.35,63.2,,,,,3.63,22.48,12.93935774,0.789787986,13.95,3.63,22.48,15100.49,108238.93,416381.73,67157.96,53040.55,,52345.54,,,,,,,,,,493,,20,20,10,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AXA Mansard Insurance,2020,AXA Mansard Insurance Plc,Banking & Finance,Insurance,,2020,Annual Report,AXAMansard_2020.pdf,31.54,C,41.5,14.29,27.99,47.15,64.9,Below Average,2,,,4.81,13.38,11.45571703,0.088217673,9.54,4.81,13.38,4540.337,47583.434,94439.72,33942.87,2994.361,,,,,,,,,,,,282,43,12.5,12.5,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AXA Mansard Insurance,2021,AXA Mansard Insurance Plc,Banking & Finance,Composite Insurance,,2021,Annual Report,AXAMansard_2021.pdf,33.04,C,44.4,14.29,18.65,57.91,64.9,Below Average,2,,,3.59,12.42,11.55276751,0.081608099,6.2,3.59,12.42,3735.165,60197.851,104064.639,30072.297,2454.143,,,,,,,,,,,,271,47,12.5,25,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
AXA Mansard Insurance,2023,AXA Mansard Insurance Plc,Banking & Finance,Insurance,,2023,Annual Report,AXAMansard_2023.pdf,39.23,C,52.3,28.57,31.16,53.27,63.2,Below Average,2,,,8.54,32.79,11.85742881,0.143071028,13.82,8.54,32.79,12048.664,87203.623,141128.882,36748.67,5257.67,,,,,,,,,,,,372,44,30,10,10,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
AXA Mansard Insurance,2024,AXA Mansard Insurance Plc,Banking & Finance,Composite Insurance (Life & Non-Life),,2024,Annual Report,AXAMansard_2024.pdf,41.06,C,56.4,42.86,20.7,54.98,63.2,Below Average,2,,,13.41,55.11,12.17359542,0.18898933,18.74,13.41,55.11,25965,138549.1,193608.9,47114.3,8904.1,,,,,,,,,,,,366,47,50,10,10,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Access Bank,2020,Access Bank Plc,Banking & Finance,Commercial Banking,,2020,Annual Report,AccessBank_2020.pdf,34.97,C,46.5,0,47.7,51.65,38.6,,,Medium (20-30),3,1.22,14.12,15.97650302,1.279044677,13.86,1.22,14.12,106009.69,764717.44,8679747.72,751041.24,960615.3,163450.45,300357.16,,,,,,,,,,6781,43,35.3,29.4,17,7,1,1,0,0,,,,,,,,,,,,,,,,
Access Bank,2021,Access Bank Plc,Banking & Finance,Commercial Banking,ACCESS,2021,Annual Report,AccessBank_2021.pdf,62.99,A,87.1,50,78.44,61.15,40.4,,,Medium (20-30),3,1.37,15.26,16.27782772,1.464488161,16.48,1.37,15.26,160215.536,971885.338,11731964.93,1050028.723,1537754.634,,330570.6,,,,,,,,,,6875,44,35.29,23.53,17,8,1,1,1,0,,,,,,,,,,,,,,,,
Access Bank,2022,Access Holdings Plc,Banking & Finance,Commercial Banking,,2022,Annual Report,AccessBank_2022.pdf,48.65,B,71.4,28.57,62.07,53.65,66.7,,,Medium (20-30),3,1.01,12.36,16.52345409,1.378345302,10.97,1.01,12.36,152202,1387911,14998400,1231391,1697282,,,,,,,,,,,,27,44.44,30,30,10,8,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Access Bank,2023,Access Holdings Plc,Banking & Finance,Financial Holding Company,,2023,Annual Report,AccessBank_2023.pdf,53.99,B,77.2,42.86,50.65,64.84,68.4,,,Medium (20-30),3,2.32,28.34,17.09975572,1.027371463,23.87,2.32,28.34,619324,2594738,26688831,2185634,2245458,842319,823023.6,,,,,,,,,,27360,49,33.3,22.2,9,6,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
Access Bank,2024,Access Holdings Plc,Banking & Finance,Financial Services,ACCESS,2024,Annual Report,AccessBank_2024.pdf,49.59,B,71.8,44.43,30.38,67.86,68.4,,,Medium (20-30),3,1.55,17.08,17.54115615,0.902082827,13.17,1.55,17.08,642217,4878176,41498015,3760178,3391992,,1271370.91,59178.6,,,,,,,,,8939,,33.3,22.2,9,13,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Airtel Africa,2020,Airtel Africa plc,Telecoms & Technology,Telecommunications,AAF,2020,Annual Report,AirtelAfrica_2020.pdf,51.29,B,74.3,42.86,38.65,67.09,63.2,,,,,4.38,12.44,16.45367463,1.304175556,11.92,4.38,12.44,612000,5133000,13987500,4921500,6418500,2272500,,,,,,,,,,,3363,27.4,18.2,54.5,11,9,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
Airtel Africa,2021,Airtel Africa plc,Telecoms & Technology,Telecommunications and Mobile Money Services,AAF,2021,Annual Report,AirtelAfrica_2021.pdf,63.13,A,87.6,57.14,58.24,71.28,64.9,,,,,4.15,12.37,16.19281529,1.377233806,10.62,4.15,12.37,447405,4211310,10775820,3617425,4982040,1932936,,,,,,,,,,,3525,26,27.3,54.5,11,5,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
Airtel Africa,2022,Airtel Africa plc,Telecoms & Technology,Telecommunications,AAF,2022,Annual Report,AirtelAfrica_2022.pdf,51.92,B,75.1,28.57,54.78,67.28,64.9,,,,,7.28,20.7,16.55931393,1.077555495,16.02,7.28,20.7,1132500,7071000,15546000,5473500,5898000,3466500,,,,,,,,,,,3757,26,30.8,53.8,13,7,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
Airtel Africa,2023,Airtel Africa plc,Telecoms & Technology,Telecommunications,AAF,2023,Annual Report,AirtelAfrica_2023.pdf,65.14,A,89.6,66.47,54.78,71.9,68.4,,,,,6.72,19.7,16.63384911,1.109506303,14.27,6.72,19.7,1125000,7882500,16749000,5712000,6337500,3862500,,67266,47577,,,,,,,,4013,26,30.77,53.85,13,6,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1
Airtel Africa,2024,Airtel Africa plc,Telecoms & Technology,Telecommunications,,2024,Annual Report,AirtelAfrica_2024.pdf,71.67,A,95.9,69.81,66.86,76.66,70.2,,,,,-0.9,-3.87,16.50956325,1.94,-1.79,-0.9,-3.87,-133500,7468500,14791500,3450000,6693000,3642000,,82871,45632,,,880050,,,,,4132,28.3,27.3,54.5,11,6,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1
Aradel Holdings,2022,Aradel Holdings Plc,Oil & Gas,Integrated Oil and Gas,,2022,Annual Report,Aradelplc_2022.pdf,45.72,B,63.5,37.5,35.87,59.26,71.9,,,,,3.2,4.63,13.06765698,0.164484955,22.9,3.2,4.63,15140.43,66109.48,473381.54,326765.63,53748.03,41188,,,,,,,,0,,,216,12.04,11.11,11.11,9,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Aradel Holdings,2023,Aradel Holdings Plc,Oil & Gas,Integrated Oil & Gas,ARADEL,2023,Annual Report,Aradelplc_2023.pdf,46.84,B,67.2,42.86,28.1,63.87,68.4,,,,,5.82,7.63,13.73585522,0.087947742,24.3,5.82,7.63,53737.7,221142.38,923434.56,704644.58,61971.9,129342.55,236567.18,,,,,,,,,,241,,11.11,11.11,9,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Aradel Holdings,2024,Aradel Holdings Plc,Oil & Gas,Oil & Gas (Integrated),,2024,Annual Report,Aradelplc_2024.pdf,42.97,C,58.5,28.57,21.98,69.52,68.4,,,,,14.81,18.45,14.37503241,0.068655072,44.58,14.81,18.45,259072.447,581151.376,1749835.623,1404109.963,96399.27,372040.22,,,,,,,,,,,268,,20,10,10,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Ardova,2020,Ardova Plc,Oil & Gas,Downstream Oil and Gas,,2020,Annual Report,Ardovaplc_2020.pdf,17.65,D,7.9,14.29,11.21,25,61.4,,,,,3.31,11.32,11.04200462,0.350821539,1.14,3.31,11.32,2063.43,181664.47,62442.7,18226.76,6394.34,5591.39,,,,,,,,,,,146,,16.67,33.33,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ardova,2021,Ardova Plc,Oil & Gas,Integrated Energy / Petroleum Marketing,ARDOVA,2021,Annual Report,Ardovaplc_2021.pdf,19.56,D,11.6,14.29,11.12,29.86,61.4,,,,,1.51,7.89,11.53495493,1.26985534,0.8,1.51,7.89,1539.906,192474.127,102227.391,19517.646,24784.587,2522.891,,,,,,,,,,,169,,16.67,33.33,6,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardova,2022,Ardova Plc,Oil & Gas,Downstream Petroleum Marketing,,2022,Annual Report,Ardovaplc_2022.pdf,19.54,D,11.2,14.29,11.13,29.79,61.4,,,,,-5.15,-66.14,11.79241386,4.701794973,-2.92,-5.15,-66.14,-6809.353,233219.055,132245.306,10294.528,48402.76,2324.991,,,,,,,,,,,168,,16.67,33.33,6,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardova,2023,Ardova Plc,Oil & Gas,Integrated Energy,,2023,Annual Report,Ardovaplc_2023.pdf,14.99,F,4.6,14.29,12.5,17.38,57.9,,,,,-0.178,,11.94905875,,-0.097,-0.178,,-275.363,283291.064,154671.493,,43213.879,,,,,,,,,,,,,,40,40,5,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardova,2024,Ardova Plc,Oil & Gas,Petroleum Products Marketing and Distribution,ARDOVA,2024,Annual Report,Ardovaplc_2024.pdf,20.19,D,14.1,14.29,20,24.76,61.4,,,,,,12.56,,0.502559737,1.34,,12.56,9187.214,688153.697,,78313.898,39357.412,,,,,,,,,,,,,,28.57,,7,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUA Cement,2020,BUA Cement Plc,Industrial Goods,Cement Manufacturing,BUACEMENT,2020,Annual Report,BUACement_2020.pdf,26.28,D,31.5,14.29,12.02,45.98,61.4,Poor,1,,,9.44,19.24,13.54933238,0.71629088,34.54,9.44,19.24,72344.336,209443.487,766302.578,375954.728,269292.943,96800,,,,,504,,,,,,1001,,12.5,25,8,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
BUA Cement,2021,BUA Cement Plc,Industrial Goods,Cement,BUACEMENT,2021,Annual Report,BUACement_2021.pdf,31.68,C,41.9,28.57,12.12,48.68,63.2,Poor,1,,,12.37,22.63,13.4987532,0.494947838,35.01,12.37,22.63,90079,257327.1,728507.5,398116.7,197047,120100,,,,,447,,,,,,1091,,12.5,25,8,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
BUA Cement,2022,BUA Cement Plc,Industrial Goods,Cement,BUACEMENT,2022,Annual Report,BUACement_2022.pdf,50.73,B,73.4,65.39,22.98,60.55,64.9,Poor,1,,,11.56,24.57,13.68084925,0.656224019,27.98,11.56,24.57,101010.63,360989.11,874011.88,411112.55,269781.93,154500,,4240000,1599,,644,,,,,,,,12.5,25,8,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
BUA Cement,2023,BUA Cement Plc,Industrial Goods,Cement,BUACEMENT,2023,Annual Report,BUACement_2023.pdf,47.66,B,68.9,52.25,20.52,64.58,78.9,Poor,1,,,5.71,18.03,14.0108194,1.381744992,15.1,5.71,18.03,69454.75,459999,1215686.38,385224.15,532281.54,169000,3284842.34,5100000,1700,,650,26984000,0,910000,4840,50.3,1257,,22.22,33.33,9,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
BUA Cement,2024,BUA Cement Plc,Industrial Goods,Cement,BUACEMENT,2024,Annual Report,BUACement_2024.pdf,47.92,B,70.1,51.82,15.15,69.58,78.9,Poor,1,,,4.71,19.02,14.26681027,1.489855134,8.43,4.71,19.02,73909.24,876469.85,1570351.87,388548.24,578880.59,268600,3150000,6480000,1700,,,34291000,0,1040000,24310,98,1618,,22.22,33.33,9,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
BUA Foods,2021,BUA Foods Plc,Consumer Goods,Food Products,BUAFOODS,2021,Annual Report,BUAfoodsplc_2021.pdf,31.7,C,42.3,25.28,17.79,46.95,66.7,,,,,11.76,34.76,13.29374113,1.225840009,20.93,11.76,34.76,69768.085,333272.234,593469.515,200718.673,246048.98,86600,720000,,,,,,,,,90,2000,,11.11,11.11,9,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
BUA Foods,2022,BUA Foods Plc,Consumer Goods,Food Processing,BUAFOODS,2022,Annual Report,BUAfoodsplc_2022.pdf,36.68,C,48.5,28.57,30.06,47.72,64.9,,,,,15,39.6,13.31665407,0.9164781,21.8,15,39.6,91344.02,418347.77,607224.63,230961.34,211671.01,125900,1170000,,,,191,,,,,,2107,,11.11,11.11,9,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
BUA Foods,2023,BUA Foods Plc,Consumer Goods,Food Manufacturing,BUAFOODS,2023,Annual Report,BUAfoodsplc_2023.pdf,51.8,B,74.7,49.78,25.68,72.92,70.2,,,,,10.47,42.78,13.88358021,2.484468239,15.37,10.47,42.78,112097.5,729443.36,1070439.86,262058.83,651076.84,215663.56,3481200,,,,245,,,2385287,,,2965,7,12.5,12.5,8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
BUA Foods,2024,BUA Foods Plc,Consumer Goods,Food Manufacturing,BUAFOODS,2024,Annual Report,BUAfoodsplc_2024.pdf,53.81,B,76.8,55.34,40.13,62.92,68.4,,,,,17.3524,61.99,13.90672531,0.913303476,17.41,24.28,61.99,265997.81,1527919.07,1095504.24,429056.65,391858.93,481710,7470000,,,,0.135,,,2406952,882,,3566,,12.5,12.5,8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Beta Glass,2020,Beta Glass Plc,Industrial Goods,Glass Manufacturing,BETAGLAS,2020,Annual Report,BETAGLASSPLC_2020.pdf,23.39,D,25.3,0.2,10.37,50.56,66.7,,,,,6.42,9.32,10.89606558,0.110807503,13.52,6.42,9.32,3466.67,25637.01,53963.63,37189.72,4120.9,7162.81,27698,,,,,,,,,65,679,,42.86,28.57,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Beta Glass,2021,Beta Glass Plc,Industrial Goods,Glass Manufacturing,BETAGLAS,2021,Annual Report,BETAGLASSPLC_2021.pdf,25.92,D,29.5,0.2,18.25,50.97,68.4,,,,,8.65,12.96,11.0526727,0.114634839,14.76,8.65,12.96,5457.67,36982.82,63112.41,42127.42,4829.27,11120.66,26473,,,,,,,,,65,727,,44.44,33.33,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Beta Glass,2022,Beta Glass Plc,Industrial Goods,Glass Manufacturing,BETAGLAS,2022,Annual Report,BETAGLASSPLC_2022.pdf,20.65,D,16.6,0.14,11.2,43.13,63.2,,,,,6.17,10.13,11.23775875,0.207462278,8.62,6.17,10.13,4685.41,54340.36,75944.55,46263.35,9597.9,11788.23,23759,,,,,,,,,44,745,,44.44,33.33,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Beta Glass,2023,Beta Glass Plc,Industrial Goods,Glass Manufacturing,BETAGLASS,2023,Annual Report,BETAGLASSPLC_2023.pdf,25.55,D,28.2,0.12,11.15,55.41,64.9,,,,,6.03,12.39,11.57919902,0.473943278,10.24,6.03,12.39,6442.223,62905.451,106851.898,52005.006,24647.423,11897.399,35638,,,,,,,,,38,793,,40,30,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Beta Glass,2024,Beta Glass Plc,Industrial Goods,Glass Manufacturing,BETAGLAS,2024,Annual Report,BETAGLASSPLC_2024.pdf,12.68,F,2.5,0,0,31.71,59.6,,,,,10.14,21.03,11.80821999,0.415343867,11.59,10.14,21.03,13626.83,117580.18,134352.2,64791.88,26910.91,29160.21,,,,,,,,,,,802,,36.36,36.36,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CWG,2020,CWG Plc,Telecoms & Technology,Technology Services,,2020,Annual Report,CWGplc_2020.pdf,21.96,D,20.7,14.29,22.22,27.53,61.4,Below Average,2,,,5.5,79.1,8.993719874,0.472670865,3.78,5.5,79.1,443.154,11715.819,8052.355,560.208,264.794,,,,,,,,,,,,350,,0,,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CWG,2021,CWG Plc,Industrial Goods,Technology Services,CWG,2021,Annual Report,CWGplc_2021.pdf,20.9,D,18.3,14.29,12.5,32.17,61.4,Below Average,2,,,5.34,42.51,9.03796479,0.143113767,3.84,5.34,42.51,449.64,11708.78,8416.63,1057.69,151.37,655.12,,,,,,,,,,,529,,0,16.67,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWG,2022,CWG Plc,Telecoms & Technology,ICT Services,CWG,2022,Annual Report,CWGplc_2022.pdf,17.09,D,5.8,0,20.02,27.72,64.9,Below Average,2,,,3.28,32.39,9.584179269,1.253755274,3.36,3.28,32.39,476.8,14206.74,14533.03,1471.93,1845.44,972.62,,,,,,,,,,,350,,11.11,11.11,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWG,2023,CWG Plc,Industrial Goods,IT Services & Consulting,CWGPLC,2023,Annual Report,CWGplc_2023.pdf,18.71,D,9.1,14.29,11.13,27.72,63.2,Below Average,2,,,3.23,25.68,9.787812862,1.071307722,2.45,3.23,25.68,576.084,23529.216,17815.299,2243.642,2403.631,,,,,,,,,,,,372,,11.11,11.11,9,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWG,2024,CWG Plc,Industrial Goods,Information and Communications Technology Services,,2024,Annual Report,CWGplc_2024.pdf,14.52,F,3.7,0,11.12,27.96,61.4,Below Average,2,,,10.17,45.93,10.30717184,0.303453545,6.57,10.17,45.93,3044.06,46353.452,29946.623,6628.059,2011.308,4815,,,,,,,,,,,833,,11.1,11.1,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadbury Nigeria,2020,Cadbury Nigeria Plc,Consumer Goods,Food & Beverage,,2020,Annual Report,Cadburyplc_2020.pdf,29.43,D,38.6,0,22.55,56.67,63.2,,,,,2.81,6.88,10.41062679,0.254674704,2.63,2.81,6.88,931.83,35407.32,33210.68,13549.52,3450.72,1877.35,16903.82,,,,,,,,,,,,50,37.5,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
